-0.14693908	-0.027453916	-0.3784829	0.61523974	0.18040504	-0.14727908	-0.009328852	-0.19223437	0.4991523	0.34816465	-0.2596022	0.008496139	-0.09102033	-0.036440544	-0.23771425
0.2051137	0.04822881	-0.311501	0.5371341	0.3189161	-0.11060634	-0.33454382	-0.4174544	0.56635785	0.33798093	-0.3302029	-0.22183143	0.11804242	-0.2991365	-0.6014633
-0.16397522	-0.3648873	0.3919967	-0.45268506	-0.10901749	0.5757231	0.37438378	0.6101468	-0.3748126	-0.27363062	0.56864643	0.28567493	-0.20515612	0.52435416	0.37069178
0.27489737	-0.011049382	-0.235119	0.790488	0.4054483	-0.61738145	-0.57305205	-0.73963356	0.78429824	0.29337272	-0.69382906	-0.040626273	0.29695344	-0.38266447	-0.54610175
0.25767702	0.20896967	-0.23878907	0.15356664	0.13784875	-0.25163224	-0.15215203	-0.2607434	0.15860082	0.19137873	-0.0707512	-0.023713084	-0.019520046	-0.39166817	-0.14400856
0.04112437	0.45108002	-0.2798228	0.3246096	0.10938938	-0.05048554	-0.17543036	0.06258432	0.3079639	0.10967616	-0.44748095	-0.29976583	-0.19412194	0.115323536	-0.29076317
0.023713741	0.099073336	-0.2321754	0.30020583	0.2628151	0.15378737	-0.19534749	0.09453264	0.25793633	0.44577086	-0.041092105	-0.063021466	-0.07873627	-0.11884399	0.02277312
-0.018165313	0.39134225	0.10576765	0.016613178	-0.13384666	-0.09686511	-0.09964319	-0.14943498	-0.011240513	-0.16376822	-0.2028296	0.036640093	-0.0114527345	0.0399841	0.105767384
-0.41412017	0.1464317	0.25909546	-0.22402453	-0.13095504	0.15755367	-0.0152807655	0.23799478	-0.22820109	-0.11944057	0.06313969	0.12372887	-0.22176771	0.20456618	0.21577825
0.25053397	-0.13353986	-0.3597151	0.41885263	0.29835778	-0.27663895	-0.14845666	-0.4713545	0.5198084	0.3222963	-0.1498782	-0.33908027	0.33306438	-0.34549877	-0.27909344
0.10485643	0.30290276	-0.2570943	0.3260089	0.4580403	-0.033862703	-0.20164183	-0.09373914	0.28276697	0.27251524	-0.32609448	-0.15390712	0.2088692	-0.03798539	-0.15524799
0.40000188	0.15739708	-0.24451013	-0.009969968	0.044374947	0.06256406	-0.035554193	-0.08051396	-0.080575146	0.2732908	0.1011839	-0.059005458	0.24969053	-0.16216987	-0.02758956
-0.015160991	0.3484898	-0.107797	0.39470398	0.20791169	-0.07985357	-0.2438708	-0.115553714	0.31714326	0.07113867	-0.33274013	-0.10881836	-0.15972237	-0.18535039	-0.08304001
-0.22012725	0.08648568	0.17125598	0.029102778	-0.055344988	-0.25701034	-0.0410311	0.07488764	-0.038383655	-0.059431184	-0.17773439	0.12409738	0.026728429	0.16410413	-0.037884057
0.15345457	0.19549677	-0.27413222	0.5056114	0.23710693	-0.36099237	-0.27075022	-0.12435018	0.5076211	0.26097447	-0.16083406	-0.018228052	-0.17574634	-0.25825867	-0.29657558
0.09891141	0.030574108	-0.2855643	0.1281757	0.30654162	-0.22596975	-0.33511105	-0.16374843	0.21773665	0.37653616	-0.09492206	0.23866013	-0.12046524	-0.269608	-0.014783534
0.23846093	0.23674004	-0.03694757	0.16447952	0.31085467	-0.1734692	0.1630152	-0.3112431	0.25893632	-0.05918803	-0.40217397	-0.36505258	0.039870013	0.14614554	-0.34185037
0.32660267	0.280276	-0.34168595	0.39987355	0.37107292	-0.49901193	-0.28893512	-0.3003954	0.3703014	0.2733855	-0.41355968	-0.030752782	0.01594782	-0.28191763	-0.39072683
0.05786427	0.07300996	-0.46827796	0.39387518	0.28270084	-0.20442294	-0.28230014	-0.009331998	0.4464649	0.39309147	-0.22612973	-0.2374431	-0.24105293	-0.30603775	-0.18264298
-0.081024915	0.1578594	0.17713208	0.022186121	0.060756207	-0.06307188	0.28487206	-0.0077014333	0.07801035	-0.32976294	-0.060444612	-0.04177556	-0.02622761	0.026899053	-0.15361544
0.2527964	0.19336028	-0.12128884	0.5040273	0.19959407	-0.37658083	-0.24201497	-0.19971825	0.49687538	0.09948898	-0.44857797	-0.1022622	0.3808293	-0.2491273	-0.36572284
-0.042461205	-0.009249929	-0.090210214	-0.06505751	-0.05217523	-0.13913916	0.079776414	-0.22116905	0.0021614973	-0.005433993	-0.12556246	-0.13704666	-0.39164445	0.015664969	0.09415667
0.36912355	0.0144843515	-0.114449285	0.2619558	0.29942	-0.44171685	-0.07742017	-0.5168686	0.22084221	-0.060983106	-0.39157188	-0.0602226	0.35377592	-0.06672833	-0.4864924
0.20177409	0.4541662	-0.2050695	0.43761563	0.41619542	-0.5466998	-0.367185	-0.30631766	0.4111382	0.1565319	-0.549953	-0.041470885	0.33917964	-0.33024156	-0.51450205
0.11349886	0.32784694	-0.58553547	0.46809804	0.32171395	-0.51992786	-0.33726555	-0.5274489	0.48164314	0.17228386	-0.4566733	0.013808356	0.44818795	-0.10515076	-0.55840886
-0.22407526	0.08790947	0.095453426	-0.028706392	-0.4387171	0.18662243	0.0141197555	0.15525822	-0.07405043	-0.07592087	0.11166315	0.41083595	-0.22975364	0.0070337993	-0.0052341004
0.44142273	0.20437141	-0.6565758	0.3039942	0.45737725	-0.22331485	-0.4318039	-0.46618545	0.33639482	0.52770555	-0.2666693	-0.12818138	0.14831026	-0.42630243	-0.54789853
-0.117806286	0.09316754	-0.049613234	0.2338495	0.08928162	0.22951114	0.2056881	-0.026440607	0.23754065	0.16123973	-0.14811085	-0.14736429	0.08541789	-0.03256308	-0.047082774
0.035403114	-0.023001429	0.0149151785	0.3517632	0.2454861	-0.1073326	-0.03290461	-0.16818513	0.40308017	0.1641241	-0.048151486	-0.03167904	-0.010724016	0.02603971	-0.09566963
0.0015938502	0.35606647	0.28251022	0.06575815	0.04068756	0.09054071	-0.028856289	-0.03683713	0.032299332	-0.35192677	-0.37145782	-0.15746439	-0.19300605	0.1590886	-0.43201813
0.1550252	-0.022868661	-0.22352487	0.594514	0.24567544	-0.2469167	-0.06054936	-0.33275977	0.574887	0.13774928	-0.26057106	-0.051266994	0.17565402	-0.21984927	-0.32828274
0.030683305	-0.14611429	-0.12143995	0.18483979	-0.16675557	-0.07584489	-0.028097188	-0.071997225	0.112114325	0.07593005	-0.041865487	-0.13031194	0.2967044	0.13484518	-0.042714115
0.29954073	0.11511984	-0.5932246	0.17468554	0.27484837	0.11863765	-0.24853179	-0.14705741	0.15419373	0.3830818	-0.1521406	-0.06287938	0.10347674	-0.20954362	-0.051559076
-0.25474492	-0.34855723	0.1647012	-0.87294215	-0.31687492	0.5622286	0.46977618	0.6419306	-0.79815406	-0.5628982	0.5848155	0.4871708	-0.648705	0.36801672	0.4553307
-0.17897812	-0.03802092	0.26477626	-0.2438344	-0.24776232	0.11401506	0.1184911	0.22803158	-0.22569737	-0.22777584	0.12008032	0.15978962	-0.05998325	0.27806568	0.11786462
0.26525953	0.42571256	-0.31275427	0.35543105	0.45098022	-0.2785501	-0.3969508	-0.40809864	0.4451001	0.0031058772	-0.5021512	-0.20403051	0.09351832	-0.22119844	-0.4405862
0.38392225	0.03038445	-0.26545197	0.32590976	0.15169187	-0.113400236	-0.1960804	-0.13193521	0.28657347	0.4115197	-0.06224771	0.20049332	0.012134231	-0.07035882	0.08391464
0.07453033	0.022910982	0.22409058	0.1165554	0.3196496	0.01740162	0.2936018	-0.15039833	0.18043678	-0.05067606	-0.15188482	-0.18320884	0.27073556	0.0554014	-0.40931025
-0.0896051	-0.077943124	-0.22503944	0.63546664	0.41535747	-0.33035785	-0.38141158	-0.5070888	0.5199382	0.4189732	-0.47077945	-0.17330055	0.22872186	-0.5151173	-0.4183491
0.008001698	-0.39462233	0.066244446	-0.32701313	-0.15318024	0.23179267	0.34829047	0.33048132	-0.2704646	-0.069860324	0.32939145	0.30401355	-0.08266047	0.4420406	0.21609405
0.18702364	0.08612055	0.24600568	-0.07243294	0.083143175	0.17073478	0.27723908	0.14340404	0.04042245	-0.13629867	-0.047081515	0.1273147	-0.27338263	0.05107417	0.21546097
0.06251916	0.318051	-0.2519984	0.46543393	-0.03427894	-0.07612428	-0.052971665	-0.048446845	0.5074687	0.1519498	-0.2651253	-0.13106517	-0.16682461	-0.13821952	-0.07996869
0.21148849	0.18617254	-0.2692621	0.23390266	-0.0117029175	-0.37431997	-0.46047407	-0.15115762	0.21364665	0.24086994	-0.20537254	0.06985259	-0.16300973	-0.23078436	-0.26833895
-0.34422615	-0.16247077	0.21974477	-0.28926623	-0.49328762	0.38269657	0.14292537	0.5059815	-0.3374854	-0.15694463	0.19056353	0.2856642	-0.2768566	0.35693812	0.49442104
